,calm_id,street,intersecti,intersec_1,spd_hump,traf_islan,spd_cush,Installed,geometry,NeighbourhoodPortion,Neighbourhood
68,70.0,North Hills Terrace,Moccasin Trail,Moccasin Trail,3.0,0.0,0.0,2000,"LINESTRING (-79.33945251871067 43.731317463262165, -79.33932507254626 43.73128296403337, -79.3392204320051 43.731232408971046, -79.33911300565364 43.731171684011635, -79.33901269800327 43.731104525587696, -79.33891436640619 43.73101528233911, -79.33816072846223 43.73034305082433, -79.33810759979414 43.73028551823808, -79.33808913581669 43.7302392761743, -79.33811300685304 43.73017252651695, -79.3381668055957 43.73012897363496, -79.33853810955884 43.729884171608, -79.33865254122236 43.729850764641235, -79.33877045309558 43.72984059304247, -79.33887111676586 43.72984398260247, -79.33894544780556 43.72986662686227, -79.33903061872812 43.729918024791516, -79.3391314061107 43.730009104401965, -79.33957874202893 43.73042941038381, -79.33972922481054 43.73050551753434, -79.33985998446096 43.73054767268425, -79.33997839144232 43.73056143925871, -79.34051703252048 43.730560687826625, -79.34062791789428 43.73057616332059, -79.34072162738298 43.73057873900581, -79.34081558129667 43.73061610903056, -79.34089039640621 43.730662673269556, -79.34094994558885 43.73074637288156, -79.34096771119023 43.73082521628368, -79.34096284775049 43.73091284318111, -79.34097077933707 43.73112491785876, -79.34093297469406 43.731190052292554, -79.34087586517093 43.73124878392769, -79.34081312062801 43.731290785636645, -79.34072236217416 43.731313967844635, -79.3405765875816 43.73132090080107, -79.34042787669247 43.73132490071071, -79.33960685151756 43.73133020339242, -79.33952667380194 43.73132451892636, -79.33945251871067 43.731317463262165, -79.33922479189998 43.73198361818339)",1.0,42
69,71.0,Moccasin Trail,The Donway East,Nob Lane,3.0,0.0,0.0,2000,"MULTILINESTRING ((-79.33798221791501 43.7313656337635, -79.33771848350807 43.73151191133393), (-79.34060390849132 43.7327493703617, -79.34019556436063 43.732299732880364, -79.34012904958144 43.7322380542073, -79.34007854031674 43.73219795601345, -79.34001947641286 43.732160992972055, -79.33995535944955 43.7321276120858, -79.33988103764804 43.73210496862183, -79.33979618205161 43.73208473822972, -79.33966353151827 43.73206103144225, -79.33922479189998 43.73198361818339, -79.33903128056374 43.73196062917904, -79.33870137387086 43.73187872651296, -79.33864391285476 43.73186064010595, -79.33857187108053 43.73182426204433, -79.33857038197947 43.73182333101458, -79.3383538534233 43.73168791747004, -79.33827587441108 43.73162646725019, -79.33817991291254 43.731542678143676, -79.33806503538538 43.73143439361767, -79.33798221791501 43.7313656337635, -79.33757018063783 43.730950471894005, -79.33747059288949 43.730873517395196, -79.3373829644233 43.73082029080368, -79.33729850074585 43.7307819395105, -79.33721895346616 43.73077010396272, -79.33712058260099 43.730775795162174, -79.33702649640851 43.73079132678249, -79.33694158466433 43.730820371506574, -79.33688334877257 43.73086133817619, -79.33683287536336 43.73091254707503, -79.33681199976911 43.730955776966866, -79.3367961890285 43.730995451991376))",0.9999999999999999,42
302,790.0,Sandfield Road,York Mills Road,Sagewood Drive,5.0,0.0,0.0,2004,"LINESTRING (-79.37485656517372 43.75056631972815, -79.37481287061736 43.75040783468467, -79.37448389323906 43.74874675090815, -79.37436112370618 43.74819974237439, -79.3741929202455 43.74736729641342, -79.37398697323462 43.746427131663054)",0.9972105227189313,42
551,1461.0,Sagewood Drive,Sandfield Road,Banbury Road,3.0,0.0,0.0,2012,"LINESTRING (-79.37398697323462 43.746427131663054, -79.3724895618825 43.74674095525498, -79.37103124734342 43.74703405824213, -79.37091235343075 43.74703771231055, -79.37082432361595 43.74702849844461, -79.37076737823139 43.74701478441318, -79.37067156789111 43.74701449038572, -79.37056869035622 43.74700138214065, -79.37042371563246 43.7469784448101, -79.37026899433884 43.74694807524833, -79.36965872795388 43.74680789981681, -79.36955018622946 43.74676966122264)",1.0,42
70,72.0,Invermay Avenue,Bathurst Street,Faywood Boulevard,6.0,0.0,0.0,1999,"LINESTRING (-79.43500847215041 43.741517963708134, -79.43519789750329 43.74148679215002, -79.43546541211589 43.74143791592535, -79.4356384887012 43.74140790649517, -79.43581632368961 43.74137160518855, -79.43612944373635 43.74130772068188, -79.43629925335198 43.74126434886579, -79.43642576338073 43.74123561913049, -79.43760806073124 43.74098997778685, -79.43885021174013 43.7407259182961, -79.44007305806831 43.740516730459845, -79.44026132522688 43.74047397374317, -79.44047076031502 43.740422798746735, -79.44075399748407 43.74035486534811, -79.44111607345077 43.74024736288679, -79.44166456271833 43.74011195833497, -79.44218171302367 43.73999208795006, -79.44366423977789 43.73967576939987, -79.44413491296021 43.739578469379474, -79.44485317982031 43.73944175832092, -79.44739894867624 43.7388838426454)",0.9982044069453712,33
188,233.0,Dresden Road,Wilson Heights,Faywood Avenue,2.0,0.0,0.0,2001,"LINESTRING (-79.44796535106703 43.74134547048764, -79.45158436614027 43.740591723561245)",1.0,33
191,236.0,Whitley Avenue,Dufferin Street,Westerly Limit,3.0,0.0,0.0,2000,"LINESTRING (-79.45811799708764 43.72911310598735, -79.45888200619714 43.72894498643517, -79.46313118491985 43.72800987717778, -79.46634116505403 43.727277388366815, -79.46684265196276 43.72714712942584)",0.0027022196012001284,33
75,78.0,Dell Park Avenue,Marlee Avenue,Shermount Avenue,3.0,0.0,0.0,2000,"LINESTRING (-79.44073394171576 43.7152831696628, -79.44283709198858 43.714843487455944, -79.44321499006664 43.71475209406136, -79.44340542603655 43.71471488079612, -79.4436421810169 43.714658714294565, -79.44388043368703 43.7146022165342, -79.44410090071423 43.71456001751915, -79.44453506229453 43.71446866510534, -79.44588399987866 43.71416676809537)",0.5227120940436514,32
257,568.0,Brookview Drive,Kirkland Boulevard,Rondale Boulevard,3.0,0.0,0.0,2002,"LINESTRING (-79.43546013207441 43.71896178053152, -79.43547460667153 43.719016208997125, -79.43549854097323 43.71905773829126, -79.43551860318114 43.71910973112933, -79.43554117081497 43.719147964299026, -79.43557363052842 43.719202026591425, -79.43559600565294 43.71923191051626, -79.43563065865838 43.719267508828516, -79.43565724201518 43.71929166983014, -79.43568775785876 43.719317370272826, -79.43572741110955 43.71935307298721, -79.43575123622286 43.71937064140115, -79.43578097258568 43.71939051464572, -79.43581070896819 43.719410387882775, -79.435849845836 43.71943300985203, -79.43588640483745 43.71945737930914, -79.43591069787941 43.719476052564914, -79.43594226871821 43.719500335754816, -79.4359852071316 43.71952810588144, -79.43602223408931 43.71955358017007, -79.43605393699552 43.719574218563224, -79.43607671944186 43.71959322227084, -79.43611209186312 43.719622653613364, -79.43619869968623 43.71967205406907, -79.43826073567193 43.72107895061451, -79.43831112262119 43.721120678581514, -79.43833014184928 43.721146491388744, -79.43835900526206 43.721176148256035, -79.43838457208642 43.72121371951785, -79.43840844789388 43.72124326322699, -79.43842901446602 43.72128073016537, -79.4384604929074 43.721320606112556, -79.43847543533836 43.72134852414357, -79.4384872619711 43.72139269663943, -79.4385104067827 43.72142840700413, -79.43852388773377 43.72146863137917, -79.43854175734688 43.721511481797044, -79.43868211181766 43.721832135961904)",1.0,32
330,851.0,Baycrest Avenue,Ameer Avenue,Rajah Street,3.0,0.0,0.0,2005,"LINESTRING (-79.43741933106674 43.72853252130929, -79.44065216426677 43.72784444793645)",1.0,32
347,903.0,Khedive Avenue,Ranee Avenue,Bathurst Street,3.0,0.0,0.0,2005,"LINESTRING (-79.43150100274347 43.726954135117765, -79.43309463354652 43.726621433228445)",0.9856185748703528,32
390,1018.0,Ridgevale Drive,Lynnhaven Road,Prince Charles Drive,6.0,0.0,0.0,2006,"LINESTRING (-79.43265580617859 43.72451150114402, -79.43272465975993 43.72464876370855, -79.4327571799581 43.72471481173781, -79.43277895585368 43.7247472270659, -79.43280948555923 43.72477292844616, -79.43285622697344 43.72480587506283, -79.43289765657104 43.72483398580136, -79.43294407438903 43.72486220091255, -79.43298196623745 43.72487790081067, -79.433930088955 43.72526035717119, -79.4340070485983 43.72528668521873, -79.43406812012155 43.72531049960994, -79.43411035344056 43.725316831542436, -79.43415672413191 43.72533306135887, -79.43420637984457 43.725341376723144, -79.43425741477681 43.72535298836446, -79.43430042739101 43.72536515640538, -79.43434752954053 43.72537522850834, -79.43438897080554 43.725375741992856, -79.43444151665433 43.72538702309148, -79.43449913423943 43.72538279691319, -79.43453513183563 43.725382101315695, -79.43457323976504 43.72537855336311, -79.43462770378068 43.72537862380665, -79.43467592001568 43.72537164868836, -79.43599866508991 43.72511059538907, -79.43734790977895 43.72480634621218, -79.43826145238667 43.72460033198055, -79.43924547575538 43.724405068837356, -79.4396399678072 43.72430301033452)",1.0,32
492,1293.0,Brucewood Crescent,Drexel Road,Prince Charles Drive,2.0,0.0,0.0,2009,"LINESTRING (-79.43413313947804 43.72234518941251, -79.43410057452569 43.722401521842336, -79.43406339407373 43.722474439214, -79.43403997770895 43.72251315929328, -79.4340222806647 43.72254582606602, -79.4340010939764 43.72257805787, -79.43396783318434 43.72261294249636, -79.43394875693994 43.722642312953845, -79.43392730686875 43.7226817982608, -79.4339097413668 43.72271083825442, -79.43387061699313 43.722755402733476, -79.43383583282765 43.7227906176033, -79.43380550998792 43.722840443843886, -79.43378235663633 43.72287191034587, -79.4337495387908 43.72290789044381, -79.43371915517208 43.722945740671605, -79.4336874050362 43.72298028575449, -79.43366543861798 43.723006690306654, -79.43364754891483 43.723031007785124, -79.43361092992173 43.72306182156232, -79.433589563174 43.72308569522231, -79.43355931104065 43.72311991864545, -79.43352393938495 43.72315765545757, -79.43348850708546 43.72318341627192, -79.43344538907074 43.723214456081365, -79.43338761817684 43.72324991407816, -79.4333544282385 43.72326917776672, -79.43332307279861 43.723292842468254, -79.43327389876045 43.72332521283264, -79.43323828688763 43.723342606506634, -79.43318407681184 43.72336288764281, -79.43314167732781 43.723387778532334, -79.43310665272813 43.723402641120565, -79.43307135181462 43.723424775042716, -79.43302667474296 43.72344416031694, -79.43299754895844 43.723461336681574, -79.43293958582892 43.7234884272142, -79.43290653951166 43.72350407318202, -79.43287663434351 43.723515422328816, -79.43283904338584 43.72353205043181, -79.43276899315117 43.7235618024082, -79.4327293039568 43.72358129195581, -79.43265773062149 43.72361136513125, -79.43261290889829 43.723634385825356, -79.43256808737551 43.723657397500574, -79.43253864987757 43.72366985144299, -79.432534621531 43.72367198415502, -79.43250755739665 43.72368626240004, -79.43245885064313 43.723719728286106, -79.43244352671097 43.72374227097241, -79.43243003699993 43.723769223693246, -79.43242027682913 43.72381694546621, -79.43242345409627 43.72385223920213, -79.43242789133514 43.72389444718185, -79.43243919866218 43.72395315441833, -79.43244888752278 43.72398821329432, -79.43245583041538 43.724016688702406, -79.43246592694857 43.724040867481456, -79.43247974043182 43.7240858241418, -79.43250131239482 43.72413748701404, -79.43265580617859 43.72451150114402)",1.0,32
588,1575.0,Viewmount Ave,Dalemount Ave,Shermount Ave,4.0,0.0,0.0,2014,"LINESTRING (-79.43196289587557 43.70959510422336, -79.43492587882275 43.708967019783486, -79.43789631711685 43.70832522925411)",1.0,32
77,80.0,The Bridle Path,Bayview Avenue,Lawrence Avenue,6.0,0.0,0.0,1998,"LINESTRING (-79.37258728770503 43.73816459861006, -79.37252833836257 43.73814997454268, -79.37247393851544 43.73812876137361, -79.37242171133508 43.738104355734855, -79.37237054884046 43.73807869568859, -79.37231995643153 43.7380526205555, -79.37226988859847 43.738025976622986, -79.37222057267641 43.73799862306724, -79.3721722481698 43.73797042824182, -79.37212509471077 43.73794117861365, -79.37207869194619 43.73791126436752, -79.37203249271097 43.737881172923885, -79.37198596322773 43.73785135587766, -79.37193916653646 43.73782177811081, -79.37189281434058 43.737791837497404, -79.37184755335402 43.73776103903318, -79.3718031927505 43.73772955107468, -79.37175965634576 43.73769743556476, -79.3717170801955 43.73766471244981, -79.37167552880194 43.73763129261133, -79.37163472371601 43.73759737016872, -79.37159424702052 43.73756324530061, -79.37155365670387 43.737529190830294, -79.3715127758152 43.73749532128705, -79.37147181976336 43.73746147766981, -79.37143106529048 43.737427528863215, -79.37139076528769 43.73739330739714, -79.37135118554654 43.737358627977834, -79.37131253879339 43.73732343060977, -79.37127456118624 43.7372878285849, -79.37123687399759 43.73725205060805, -79.37119911066931 43.73721633456072, -79.37116088103689 43.737180872968366, -79.37112224765289 43.737145648714126, -79.3710832862142 43.73711061785688, -79.3710439976964 43.73707574439491, -79.37100434242261 43.737041117800885, -79.37096447251766 43.73700662319221, -79.37092464062856 43.73697210209967, -79.37088509915819 43.736937405054796, -79.37084613774792 43.73690238312003, -79.37080782016868 43.73686697417795, -79.37076970441032 43.73683145104905, -79.37073129881169 43.7367960858458, -79.37069212266161 43.736761204859036, -79.3706520637574 43.736726824496515, -79.37061137352663 43.73669283129088, -79.3705701909495 43.73665913718387, -79.37052867934395 43.736625672472094, -79.37048671287475 43.736592498388454, -79.37044391184078 43.73655987963543, -79.3704000330815 43.73652808286135, -79.37035495173737 43.736497133296666, -79.37030885595148 43.73646696159124, -79.37026192072194 43.736437525219344, -79.37021410856617 43.736408832649445, -79.37016583886296 43.736380529705514, -79.37011759500679 43.736352191094284, -79.37006997601097 43.736323249110036, -79.37002261214741 43.73629405863579, -79.36997459746975 43.73626551614306, -79.36992503697932 43.7362385722809, -79.36987256298502 43.73621466616821, -79.36981827420938 43.7361926609761, -79.36976439414958 43.7361702384058, -79.36971125798202 43.73614694404151, -79.36965821240561 43.736123515886725, -79.36960488280981 43.73610048882972, -79.36955088363453 43.73607834357895, -79.36949594420541 43.736057445430674, -79.3694402952703 43.73603752755931, -79.36938429853858 43.73601807289999, -79.3693282894311 43.73599861803665, -79.36927261602676 43.73597869073065, -79.36921758819135 43.73595785421417, -79.36916275317543 43.73593677731805, -79.36910793109949 43.73591568257243, -79.36905310930675 43.73589457880065, -79.36899830069811 43.7358734481791, -79.36894350454128 43.73585231770892, -79.3688887213245 43.73583116938929, -79.36883393839105 43.73581001204356, -79.36877915574088 43.73578884567175, -79.36872438603092 43.735767661450616, -79.36866962901694 43.73574646838044, -79.36861488445476 43.73572527546172, -79.36856014042019 43.735704064516554, -79.36850539666906 43.735682844545316, -79.36845066561399 43.735661615725185, -79.3683959348424 43.735640377878994, -79.36834121652268 43.735619140184255, -79.36828649824218 43.73559790246383, -79.36823178097796 43.73557662871627, -79.36817707567714 43.73555537312095, -79.3681223709041 43.73553409949925, -79.36806767858299 43.73551282602905, -79.36801297413287 43.73549154335562, -79.36795828213464 43.73547026083377, -79.36790360258827 43.73544897846345, -79.367848910913 43.7354276868899, -79.36779423193391 43.73540638646758, -79.36773955250554 43.7353851040203, -79.36768487384946 43.73536379454634, -79.36763019498841 43.73534249404702, -79.3675755161667 43.73532119352213, -79.36752083762869 43.735299883971216, -79.36746615864134 43.735278592395375, -79.36741148018204 43.7352572827932, -79.36735681417461 43.73523597334262, -79.36730213554966 43.73521467268951, -79.36724745696407 43.735193372010734, -79.36719284267981 43.735171991189524, -79.36713855170052 43.73515013775615, -79.36708487684636 43.73512754577809, -79.3670320235619 43.73510396608315, -79.36697983776611 43.73507958555229, -79.3669281385971 43.735054662714305, -79.36687670771065 43.73502946456616, -79.36682547063248 43.73500399004426, -79.36677512593694 43.73497766387888, -79.36672641114761 43.734949848331006, -79.36667926371467 43.734920560516706, -79.36663306999596 43.73489044895136, -79.36658712995067 43.734860142907024, -79.36654158402713 43.73482950032931, -79.36649810098005 43.73479742858592, -79.36645702107816 43.73476374346059, -79.36641708009827 43.734729273252505, -79.36637768243239 43.734694459644096, -79.36633820887063 43.73465969896044, -79.36629932802741 43.73462460458705, -79.36626037104354 43.73458957213908, -79.3662201647414 43.73455527814671, -79.36617969317957 43.734521151422165, -79.36613918344841 43.73448706015305, -79.36609862362467 43.73445298616118, -79.36605802587617 43.73441893862427, -79.36601741527215 43.734384908896736, -79.36597676698794 43.73435089662377, -79.36593610609278 43.734316893159786, -79.36589543283124 43.73428288950442, -79.36585474695872 43.734248894658016, -79.36581406088756 43.73421490879801, -79.36577338751918 43.73418091410112, -79.36573271444128 43.734146910389896, -79.36569206647846 43.73411289801924, -79.36565144387528 43.734078867988835, -79.36561083397484 43.734044829121615, -79.36557027450311 43.73401076394924, -79.36552974039097 43.73397668111723, -79.36548926936436 43.733942563157264, -79.36544882369728 43.733908427537656, -79.36540845401719 43.73387423896701, -79.3653681474225 43.73384001526862, -79.3653285367558 43.73380531529906, -79.36528960911527 43.73377015688231, -79.36525099794133 43.73373477788126, -79.36521234810802 43.73369945233725, -79.36517327991002 43.73366444493585, -79.36513343871124 43.73363001171667, -79.3650924574634 43.73359640854141, -79.36504853620382 43.73356498725575, -79.36499928034218 43.73353750537527, -79.36493160996032 43.73350226890185)",1.0,41
